lon,lat,y2010,y2011,y2012,y2013,y2014,y2015,y2016,y2017,y2018,y2019,y2020,province,month
83.5,40,20,17,6,9,16,18,23,12,20,13,5,新疆维吾尔自治区,7
83.5,40,9,15,12,23,3,7,5,6,15,21,19,新疆维吾尔自治区,8
83.5,40,0,1,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区,9
83.5,40,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区,10
84,40,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区,5
84,40,6,6,0,4,6,0,21,7,0,0,0,新疆维吾尔自治区,6
84,40,14,17,6,12,16,18,23,12,16,13,5,新疆维吾尔自治区,7
84,40,9,15,13,23,3,7,5,6,15,21,19,新疆维吾尔自治区,8
84,40,0,1,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区,9
84,40,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区,10
84.5,40,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区,5
84.5,40,6,6,0,4,6,0,15,7,0,0,0,新疆维吾尔自治区,6
84.5,40,15,17,6,12,16,18,22,12,16,13,11,新疆维吾尔自治区,7
84.5,40,8,15,7,23,3,13,5,6,15,21,18,新疆维吾尔自治区,8
84.5,40,0,1,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区,9
84.5,40,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区,10
85,40,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区,5
85,40,6,6,0,4,6,0,13,0,0,0,0,新疆维吾尔自治区,6
85,40,15,17,6,12,16,18,23,12,16,13,6,新疆维吾尔自治区,7
85,40,7,15,7,23,3,13,5,6,15,21,17,新疆维吾尔自治区,8
85,40,0,1,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区,9
85,40,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区,10
85.5,40,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区,5
85.5,40,6,6,0,4,6,0,13,0,0,0,0,新疆维吾尔自治区,6
85.5,40,15,17,6,12,16,17,22,16,20,13,11,新疆维吾尔自治区,7
85.5,40,6,15,7,24,3,12,5,3,15,21,18,新疆维吾尔自治区,8
85.5,40,0,1,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区,9
85.5,40,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区,10
86,40,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区,5
86,40,6,6,0,4,6,0,13,0,0,0,0,新疆维吾尔自治区,6
86,40,9,17,6,12,16,22,23,16,20,13,11,新疆维吾尔自治区,7
86,40,6,15,7,18,3,12,6,3,17,15,18,新疆维吾尔自治区,8
86,40,0,1,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区,9
86,40,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区,10
86.5,40,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区,5
86.5,40,7,6,0,4,6,0,12,0,0,0,6,新疆维吾尔自治区,6
86.5,40,9,17,6,12,16,22,23,16,20,7,11,新疆维吾尔自治区,7
86.5,40,6,15,7,18,3,15,6,3,17,19,19,新疆维吾尔自治区,8
86.5,40,0,1,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区,9
86.5,40,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区,10
87,40,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区,5
87,40,7,6,0,4,6,0,9,0,0,0,6,新疆维吾尔自治区,6
87,40,9,17,6,13,16,22,22,16,15,7,6,新疆维吾尔自治区,7
87,40,6,16,7,18,3,14,4,3,17,19,17,新疆维吾尔自治区,8
87,40,0,1,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区,9
87,40,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区,10
87.5,40,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区,5
87.5,40,7,6,0,4,6,0,9,6,0,0,0,新疆维吾尔自治区,6
87.5,40,15,17,6,12,16,21,22,16,19,13,6,新疆维吾尔自治区,7
87.5,40,6,16,7,18,3,14,4,3,17,19,17,新疆维吾尔自治区,8
87.5,40,0,1,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区,9
87.5,40,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区,10
88,40,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区,5
88,40,7,6,0,4,6,0,9,11,0,0,0,新疆维吾尔自治区,6
88,40,15,17,6,11,16,21,22,17,19,13,0,新疆维吾尔自治区,7
88,40,7,15,7,18,3,14,4,3,16,19,11,新疆维吾尔自治区,8
88,40,0,1,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区,9
88,40,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区,10
88.5,40,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区,5
88.5,40,6,6,6,4,6,0,9,5,0,0,0,新疆维吾尔自治区,6
88.5,40,15,17,6,11,16,21,22,17,19,13,6,新疆维吾尔自治区,7
88.5,40,7,15,7,18,3,13,10,3,16,19,11,新疆维吾尔自治区,8
88.5,40,0,1,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区,9
88.5,40,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区,10
89,40,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区,5
89,40,9,6,0,4,0,0,7,5,0,0,0,新疆维吾尔自治区,6
89,40,15,17,0,11,16,21,22,17,15,13,6,新疆维吾尔自治区,7
89,40,1,14,7,24,3,13,12,3,18,19,11,新疆维吾尔自治区,8
89,40,0,1,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区,9
89,40,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区,10
89.5,40,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区,5
89.5,40,9,6,6,4,0,0,7,11,0,0,0,新疆维吾尔自治区,6
89.5,40,21,17,0,11,16,21,22,17,15,13,0,新疆维吾尔自治区,7
89.5,40,1,14,7,24,3,14,12,3,18,19,11,新疆维吾尔自治区,8
89.5,40,0,1,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区,9
89.5,40,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区,10
90,40,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区,5
90,40,9,0,6,4,0,0,7,11,0,0,0,新疆维吾尔自治区,6
90,40,22,17,0,12,16,21,22,22,15,13,0,新疆维吾尔自治区,7
90,40,1,14,7,22,3,14,12,3,16,19,11,新疆维吾尔自治区,8
90,40,0,1,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区,9
90,40,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区,10
90.5,40,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区,5
90.5,40,10,0,0,4,0,0,7,11,0,0,0,新疆维吾尔自治区,6
90.5,40,16,18,0,12,16,21,22,17,15,13,11,新疆维吾尔自治区,7
90.5,40,1,13,7,22,3,14,12,3,14,21,12,新疆维吾尔自治区,8
90.5,40,0,1,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区,9
90.5,40,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区,10
91,40,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区,5
91,40,14,0,0,4,0,0,6,0,0,0,0,新疆维吾尔自治区,6
91,40,16,18,0,12,16,20,21,16,15,13,11,新疆维吾尔自治区,7
91,40,1,18,7,24,3,14,12,9,14,21,12,新疆维吾尔自治区,8
91,40,0,1,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区,9
91,40,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区,10
91.5,40,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区,5
91.5,40,14,0,0,10,0,0,6,0,0,0,0,新疆维吾尔自治区,6
91.5,40,16,18,0,13,16,20,20,16,16,13,11,新疆维吾尔自治区,7
91.5,40,1,21,6,24,3,12,12,9,17,21,18,新疆维吾尔自治区,8
91.5,40,0,1,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区,9
91.5,40,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区,10
92,40,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区,5
92,40,14,0,0,10,0,0,6,0,0,0,0,新疆维吾尔自治区,6
92,40,16,18,0,13,16,20,20,16,16,14,12,新疆维吾尔自治区,7
92,40,1,21,6,15,4,6,12,3,11,21,18,新疆维吾尔自治区,8
92,40,0,1,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区,9
92,40,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区,10
92.5,40,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区,5
92.5,40,14,10,0,10,0,0,6,0,0,0,0,新疆维吾尔自治区,6
92.5,40,21,21,0,13,16,19,24,16,19,14,12,新疆维吾尔自治区,7
92.5,40,7,16,6,15,4,6,12,3,14,21,18,新疆维吾尔自治区,8
92.5,40,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区,9
92.5,40,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区,10
93,40,0,0,0,0,0,0,0,0,0,0,0,甘肃省,5
93,40,12,10,0,9,0,0,6,0,0,0,0,甘肃省,6
93,40,21,20,0,10,16,19,24,18,19,14,12,甘肃省,7
93,40,7,16,6,20,5,5,12,3,17,21,19,甘肃省,8
93,40,0,0,0,0,0,0,0,0,0,0,0,甘肃省,9
93,40,0,0,0,0,0,0,0,0,0,0,0,甘肃省,10
93.5,40,0,0,0,0,0,0,0,0,0,0,0,甘肃省,5
93.5,40,12,10,0,9,0,0,6,0,0,0,0,甘肃省,6
93.5,40,16,20,4,10,16,19,24,17,19,16,11,甘肃省,7
93.5,40,7,20,7,20,5,5,12,4,11,21,19,甘肃省,8
93.5,40,0,2,0,0,0,0,0,0,0,0,0,甘肃省,9
93.5,40,0,0,0,0,0,0,0,0,0,0,0,甘肃省,10
94,40,0,0,0,0,0,0,0,0,0,0,0,甘肃省,5
94,40,6,10,0,9,0,0,6,0,0,0,0,甘肃省,6
94,40,16,20,4,10,16,13,21,17,19,15,11,甘肃省,7
94,40,13,17,8,20,5,5,13,4,8,21,19,甘肃省,8
94,40,0,2,0,0,0,0,0,0,0,0,0,甘肃省,9
94,40,0,0,0,0,0,0,0,0,0,0,0,甘肃省,10
94.5,40,0,0,0,0,0,0,0,0,0,0,0,甘肃省,5
94.5,40,6,6,0,9,0,0,6,0,0,0,0,甘肃省,6
94.5,40,16,18,0,9,16,13,21,16,19,15,11,甘肃省,7
94.5,40,13,16,7,19,5,5,13,4,8,22,20,甘肃省,8
94.5,40,0,2,0,0,0,0,0,0,0,0,0,甘肃省,9
94.5,40,0,0,0,0,0,0,0,0,0,0,0,甘肃省,10
95,40,0,0,0,0,0,0,0,0,0,0,0,甘肃省,5
95,40,12,6,0,9,0,0,7,0,0,0,0,甘肃省,6
95,40,16,18,0,9,16,13,20,15,16,14,11,甘肃省,7
95,40,13,17,6,19,11,6,13,4,14,22,20,甘肃省,8
95,40,0,2,0,0,0,0,0,0,0,0,0,甘肃省,9
95,40,0,0,0,0,0,0,0,0,0,0,0,甘肃省,10
95.5,40,0,0,0,0,0,0,0,0,0,0,0,甘肃省,5
95.5,40,12,6,0,9,0,0,7,0,0,0,0,甘肃省,6
95.5,40,16,18,0,9,14,8,20,15,16,8,13,甘肃省,7
95.5,40,17,17,6,19,11,6,13,4,14,22,20,甘肃省,8
95.5,40,0,2,0,0,0,0,0,0,0,0,0,甘肃省,9
95.5,40,0,0,0,0,0,0,0,0,0,0,0,甘肃省,10
96,40,0,0,0,0,0,0,0,0,0,0,0,甘肃省,5
96,40,6,6,0,9,0,0,7,0,0,0,0,甘肃省,6
96,40,16,18,3,9,14,8,20,16,19,7,12,甘肃省,7
96,40,17,17,8,19,11,6,13,4,14,18,20,甘肃省,8
96,40,0,3,0,0,0,0,0,0,0,0,0,甘肃省,9
96,40,0,0,0,0,0,0,0,0,0,0,0,甘肃省,10
96.5,40,0,0,0,0,0,0,0,0,0,0,0,甘肃省,5
96.5,40,10,7,0,9,0,0,7,1,0,0,0,甘肃省,6
96.5,40,21,18,4,15,14,7,21,21,19,8,13,甘肃省,7
96.5,40,9,13,8,13,3,10,13,10,7,16,26,甘肃省,8
96.5,40,0,0,0,0,0,0,0,0,0,0,0,甘肃省,9
96.5,40,0,0,0,0,0,0,0,0,0,0,0,甘肃省,10
97,40,0,0,0,0,0,0,0,0,0,0,0,甘肃省,5
97,40,10,7,0,9,0,0,7,0,0,0,6,甘肃省,6
97,40,21,18,4,15,14,13,18,18,18,8,14,甘肃省,7
97,40,4,13,8,13,3,10,13,10,7,17,25,甘肃省,8
97,40,0,0,0,0,0,0,0,0,0,0,0,甘肃省,9
97,40,0,0,0,0,0,0,0,0,0,0,0,甘肃省,10
97.5,40,0,0,0,0,0,0,0,0,0,0,0,甘肃省,5
97.5,40,10,7,0,3,0,0,6,0,0,0,7,甘肃省,6
97.5,40,21,18,4,9,14,7,17,18,18,7,14,甘肃省,7
97.5,40,4,14,11,12,3,10,13,10,7,17,24,甘肃省,8
97.5,40,0,0,3,0,0,0,0,0,0,0,0,甘肃省,9
97.5,40,0,0,0,0,0,0,0,0,0,0,0,甘肃省,10
98,40,0,0,0,0,0,0,0,0,0,0,0,甘肃省,5
98,40,16,7,0,0,0,0,6,0,0,0,7,甘肃省,6
98,40,26,18,4,6,14,7,17,17,18,8,14,甘肃省,7
98,40,4,14,8,14,3,10,13,11,7,17,24,甘肃省,8
98,40,0,0,0,0,0,0,0,0,0,0,0,甘肃省,9
98,40,0,0,0,0,0,0,0,0,0,0,0,甘肃省,10
98.5,40,0,0,0,0,0,0,0,0,0,0,0,甘肃省,5
98.5,40,16,7,0,0,0,0,0,1,6,0,7,甘肃省,6
98.5,40,22,17,6,6,20,7,11,21,18,14,14,甘肃省,7
98.5,40,4,14,6,13,3,11,13,7,7,17,24,甘肃省,8
98.5,40,0,0,0,0,0,0,0,0,0,0,0,甘肃省,9
98.5,40,0,0,0,0,0,0,0,0,0,0,0,甘肃省,10
99,40,0,0,0,0,0,0,0,0,0,0,0,甘肃省,5
99,40,10,7,0,3,0,0,0,1,0,0,7,甘肃省,6
99,40,22,17,6,9,14,7,13,20,18,14,13,甘肃省,7
99,40,4,14,6,13,3,11,13,7,12,16,24,甘肃省,8
99,40,0,0,0,0,0,0,0,0,0,0,0,甘肃省,9
99,40,0,0,0,0,0,0,0,0,0,0,0,甘肃省,10
99.5,40,0,0,0,0,0,0,0,0,0,0,0,甘肃省,5
99.5,40,10,8,0,3,0,0,0,1,0,0,7,甘肃省,6
99.5,40,22,17,9,15,20,7,19,20,19,14,13,甘肃省,7
99.5,40,4,11,10,16,3,11,13,7,15,16,8,甘肃省,8
99.5,40,0,3,3,0,0,0,0,0,0,0,0,甘肃省,9
99.5,40,0,0,0,0,0,0,0,0,0,0,0,甘肃省,10
100,40,0,0,0,0,0,0,0,0,0,0,0,内蒙古自治区,5
100,40,10,7,0,0,0,0,0,4,6,0,7,内蒙古自治区,6
100,40,22,17,6,12,19,7,13,20,18,14,13,内蒙古自治区,7
100,40,4,14,11,16,4,11,13,6,15,16,12,内蒙古自治区,8
100,40,0,3,3,0,0,0,0,0,0,0,0,内蒙古自治区,9
100,40,0,0,0,0,0,0,0,0,0,0,0,内蒙古自治区,10
100.5,40,0,0,0,0,0,0,0,0,0,0,0,内蒙古自治区,5
100.5,40,10,7,0,0,0,0,0,4,2,0,7,内蒙古自治区,6
100.5,40,27,12,6,12,19,7,19,20,22,14,19,内蒙古自治区,7
100.5,40,4,14,10,13,4,11,13,7,15,16,12,内蒙古自治区,8
100.5,40,0,3,3,0,0,0,0,0,0,0,0,内蒙古自治区,9
100.5,40,0,0,0,0,0,0,0,0,0,0,0,内蒙古自治区,10
101,40,0,0,0,0,0,0,0,0,0,0,0,内蒙古自治区,5
101,40,10,7,6,0,0,0,0,4,2,0,7,内蒙古自治区,6
101,40,27,13,6,12,18,7,21,22,22,14,19,内蒙古自治区,7
101,40,4,11,7,13,5,11,13,0,9,10,8,内蒙古自治区,8
101,40,0,0,0,0,0,0,0,0,0,0,0,内蒙古自治区,9
101,40,0,0,0,0,0,0,0,0,0,0,0,内蒙古自治区,10
101.5,40,0,0,0,0,0,0,0,0,0,0,0,内蒙古自治区,5
101.5,40,10,7,6,7,0,0,0,1,2,0,7,内蒙古自治区,6
101.5,40,26,15,6,13,18,7,15,22,23,14,18,内蒙古自治区,7
101.5,40,4,11,7,13,5,5,13,6,9,11,8,内蒙古自治区,8
101.5,40,0,0,0,0,0,0,0,0,0,0,0,内蒙古自治区,9
101.5,40,0,0,0,0,0,0,0,0,0,0,0,内蒙古自治区,10
102,40,0,0,0,0,0,0,0,0,0,0,0,内蒙古自治区,5
102,40,10,7,6,8,0,0,0,3,3,0,7,内蒙古自治区,6
102,40,26,15,6,13,12,7,15,23,23,14,18,内蒙古自治区,7
102,40,4,11,7,13,5,5,13,6,5,11,9,内蒙古自治区,8
102,40,0,0,0,0,0,0,0,0,0,0,0,内蒙古自治区,9
102,40,0,0,0,0,0,0,0,0,0,0,0,内蒙古自治区,10
102.5,40,0,0,0,0,0,0,0,0,0,0,0,内蒙古自治区,5
102.5,40,10,10,6,8,6,4,0,2,3,0,7,内蒙古自治区,6
102.5,40,26,16,6,13,12,9,12,23,23,13,18,内蒙古自治区,7
102.5,40,4,10,7,12,6,5,14,6,6,17,12,内蒙古自治区,8
102.5,40,0,0,0,0,0,0,0,0,0,0,0,内蒙古自治区,9
102.5,40,0,0,0,0,0,0,0,0,0,0,0,内蒙古自治区,10
103,40,0,0,0,0,0,0,0,0,6,0,0,内蒙古自治区,5
103,40,10,10,6,8,6,4,0,2,3,0,13,内蒙古自治区,6
103,40,26,18,0,13,13,9,13,23,23,13,24,内蒙古自治区,7
103,40,4,10,6,12,6,5,14,0,6,17,13,内蒙古自治区,8
103,40,0,0,0,0,0,0,0,0,0,0,0,内蒙古自治区,9
103,40,0,0,0,0,0,0,0,0,0,0,0,内蒙古自治区,10
103.5,40,0,0,0,0,0,0,0,0,6,0,0,内蒙古自治区,5
103.5,40,10,10,6,8,0,0,0,2,3,0,13,内蒙古自治区,6
103.5,40,21,18,0,15,13,7,13,23,22,13,25,内蒙古自治区,7
103.5,40,4,10,0,17,6,5,14,0,6,11,14,内蒙古自治区,8
103.5,40,0,0,0,0,0,0,0,0,0,0,0,内蒙古自治区,9
103.5,40,0,0,0,0,0,0,0,0,0,0,0,内蒙古自治区,10
104,40,0,0,0,0,0,0,0,0,6,0,0,内蒙古自治区,5
104,40,9,7,6,8,0,4,0,3,3,0,13,内蒙古自治区,6
104,40,26,15,0,15,14,9,17,21,21,12,18,内蒙古自治区,7
104,40,4,10,0,17,6,6,14,6,7,11,14,内蒙古自治区,8
104,40,0,0,0,0,0,0,0,0,0,0,0,内蒙古自治区,9
104,40,0,0,0,0,0,0,0,0,0,0,0,内蒙古自治区,10
104.5,40,0,0,0,0,0,0,0,0,6,0,0,内蒙古自治区,5
104.5,40,10,7,6,8,0,0,0,3,0,6,13,内蒙古自治区,6
104.5,40,26,19,0,15,14,7,17,23,17,13,18,内蒙古自治区,7
104.5,40,4,10,0,18,6,5,14,6,10,6,12,内蒙古自治区,8
104.5,40,0,0,0,0,0,0,0,0,0,0,0,内蒙古自治区,9
104.5,40,0,0,0,0,0,0,0,0,0,0,0,内蒙古自治区,10
105,40,0,0,0,0,2,0,0,0,6,0,0,内蒙古自治区,5
105,40,9,7,6,10,4,0,0,3,0,6,12,内蒙古自治区,6
105,40,26,19,0,15,14,7,13,21,16,13,14,内蒙古自治区,7
105,40,4,11,0,18,6,6,14,0,10,6,12,内蒙古自治区,8
105,40,0,0,0,0,0,0,0,0,0,0,0,内蒙古自治区,9
105,40,0,0,0,0,0,0,0,0,0,0,0,内蒙古自治区,10
105.5,40,0,0,0,0,0,0,0,0,7,0,0,内蒙古自治区,5
105.5,40,8,6,6,10,0,0,0,3,0,6,14,内蒙古自治区,6
105.5,40,26,19,0,15,14,7,17,21,16,13,14,内蒙古自治区,7
105.5,40,4,12,0,18,6,6,14,0,10,0,12,内蒙古自治区,8
105.5,40,0,0,0,0,0,0,0,0,0,0,0,内蒙古自治区,9
105.5,40,0,0,0,0,0,0,0,0,0,0,0,内蒙古自治区,10
106,40,0,0,0,0,0,0,0,0,7,0,0,内蒙古自治区,5
106,40,8,6,6,10,0,0,0,3,6,6,14,内蒙古自治区,6
106,40,26,19,0,21,15,7,15,24,15,13,20,内蒙古自治区,7
106,40,4,11,0,17,6,6,14,6,10,0,15,内蒙古自治区,8
106,40,0,0,0,0,0,0,0,0,0,0,0,内蒙古自治区,9
106,40,0,0,0,0,0,0,0,0,0,0,0,内蒙古自治区,10
106.5,40,0,0,0,0,2,0,0,0,7,0,0,内蒙古自治区,5
106.5,40,9,8,0,10,4,0,0,3,7,0,14,内蒙古自治区,6
106.5,40,26,19,0,15,15,6,10,19,19,13,20,内蒙古自治区,7
106.5,40,4,11,0,18,6,6,14,6,10,0,15,内蒙古自治区,8
106.5,40,0,0,0,0,0,0,0,0,0,0,0,内蒙古自治区,9
106.5,40,0,0,0,0,0,0,0,0,0,0,0,内蒙古自治区,10
107,40,0,0,0,0,2,0,0,0,6,0,0,内蒙古自治区,5
107,40,9,8,0,10,4,0,0,4,7,0,14,内蒙古自治区,6
107,40,27,19,0,13,15,6,4,19,19,13,14,内蒙古自治区,7
107,40,4,17,0,14,6,6,14,6,10,0,15,内蒙古自治区,8
107,40,0,0,0,0,0,0,0,0,0,0,0,内蒙古自治区,9
107,40,0,0,0,0,0,0,0,0,0,0,0,内蒙古自治区,10
107.5,40,0,0,0,0,2,0,0,0,6,0,0,内蒙古自治区,5
107.5,40,9,8,6,10,4,0,0,4,0,6,14,内蒙古自治区,6
107.5,40,28,19,0,17,14,6,2,19,11,13,14,内蒙古自治区,7
107.5,40,4,17,0,17,6,6,15,6,8,0,15,内蒙古自治区,8
107.5,40,0,0,0,0,0,0,0,0,0,0,0,内蒙古自治区,9
107.5,40,0,0,0,0,0,0,0,0,0,0,0,内蒙古自治区,10
108,40,0,0,0,0,2,0,0,0,6,0,0,内蒙古自治区,5
108,40,9,8,6,10,4,0,0,9,0,0,16,内蒙古自治区,6
108,40,27,16,0,17,15,6,2,22,11,13,14,内蒙古自治区,7
108,40,4,15,0,16,6,6,15,6,9,0,13,内蒙古自治区,8
108,40,0,0,0,0,0,0,0,0,0,0,0,内蒙古自治区,9
108,40,0,0,0,0,0,0,0,0,0,0,0,内蒙古自治区,10
108.5,40,0,0,0,0,3,0,0,4,0,0,6,内蒙古自治区,5
108.5,40,9,7,6,10,4,4,0,12,0,0,15,内蒙古自治区,6
108.5,40,27,16,0,11,15,8,2,22,11,6,14,内蒙古自治区,7
108.5,40,4,15,0,16,6,6,13,6,7,0,12,内蒙古自治区,8
108.5,40,0,0,0,0,0,0,0,0,0,0,0,内蒙古自治区,9
108.5,40,0,0,0,0,0,0,0,0,0,0,0,内蒙古自治区,10
109,40,0,0,0,0,3,0,0,4,0,0,6,内蒙古自治区,5
109,40,9,7,6,10,4,4,0,6,7,0,16,内蒙古自治区,6
109,40,29,9,6,11,15,14,2,26,5,6,18,内蒙古自治区,7
109,40,4,15,0,16,7,6,16,6,7,2,13,内蒙古自治区,8
109,40,0,0,0,0,0,0,0,0,0,0,0,内蒙古自治区,9
109,40,0,0,0,0,0,0,0,0,0,0,0,内蒙古自治区,10
109.5,40,0,0,0,0,3,0,0,4,0,0,6,内蒙古自治区,5
109.5,40,9,6,11,9,4,0,0,6,6,0,16,内蒙古自治区,6
109.5,40,30,9,6,11,15,12,2,26,1,6,12,内蒙古自治区,7
109.5,40,4,15,0,9,7,6,12,0,11,3,11,内蒙古自治区,8
109.5,40,0,0,0,0,0,0,0,0,0,0,0,内蒙古自治区,9
109.5,40,0,0,0,0,0,0,0,0,0,0,0,内蒙古自治区,10
110,40,0,0,0,0,3,0,0,4,6,0,6,内蒙古自治区,5
110,40,9,0,7,9,4,0,0,12,0,0,16,内蒙古自治区,6
110,40,30,17,6,11,15,10,2,26,0,12,17,内蒙古自治区,7
110,40,4,18,0,9,7,6,16,0,8,0,11,内蒙古自治区,8
110,40,0,0,0,0,0,0,0,0,0,0,0,内蒙古自治区,9
110,40,0,0,0,0,0,0,0,0,0,0,0,内蒙古自治区,10
110.5,40,0,0,0,0,3,0,0,4,6,0,6,内蒙古自治区,5
110.5,40,15,8,11,9,4,0,0,12,0,0,16,内蒙古自治区,6
110.5,40,30,21,6,11,15,12,2,26,6,0,17,内蒙古自治区,7
110.5,40,4,18,0,9,7,6,11,0,7,0,11,内蒙古自治区,8
110.5,40,0,0,0,0,0,0,0,0,0,0,0,内蒙古自治区,9
110.5,40,0,0,0,0,0,0,0,0,0,0,0,内蒙古自治区,10
111,40,0,0,0,0,3,0,0,4,6,0,6,内蒙古自治区,5
111,40,15,9,8,10,4,0,0,15,0,0,18,内蒙古自治区,6
111,40,30,21,6,10,15,18,2,24,6,0,17,内蒙古自治区,7
111,40,4,18,0,6,7,6,11,0,7,0,7,内蒙古自治区,8
111,40,0,0,0,0,0,0,0,0,0,0,0,内蒙古自治区,9
111,40,0,0,0,0,0,0,0,0,0,0,0,内蒙古自治区,10
111.5,40,0,0,0,0,3,0,0,4,7,0,6,内蒙古自治区,5
111.5,40,9,9,8,9,4,0,0,15,6,0,16,内蒙古自治区,6
111.5,40,31,15,6,11,11,18,8,26,12,0,2,内蒙古自治区,7
111.5,40,4,18,0,0,7,3,5,0,11,0,14,内蒙古自治区,8
111.5,40,0,0,0,0,0,0,0,0,0,0,0,内蒙古自治区,9
111.5,40,0,0,0,0,0,0,0,0,0,0,0,内蒙古自治区,10
112,40,0,0,0,0,3,0,0,4,7,0,6,内蒙古自治区,5
112,40,9,9,11,8,4,0,0,17,12,0,17,内蒙古自治区,6
112,40,31,16,6,11,11,10,2,26,8,5,2,内蒙古自治区,7
112,40,8,15,0,0,7,3,5,0,11,2,4,内蒙古自治区,8
112,40,0,0,0,0,0,0,0,0,0,0,0,内蒙古自治区,9
112,40,0,0,0,0,0,0,0,0,0,0,0,内蒙古自治区,10
112.5,40,0,0,0,0,3,6,0,11,7,0,6,山西省,5
112.5,40,14,8,7,6,4,1,0,17,7,6,16,山西省,6
112.5,40,31,16,6,6,11,10,4,26,12,0,0,山西省,7
112.5,40,4,15,0,0,7,3,5,6,11,0,0,山西省,8
112.5,40,0,0,0,0,0,0,0,0,0,0,0,山西省,9
112.5,40,0,0,0,0,0,0,0,0,0,0,0,山西省,10
113,40,0,0,0,0,3,6,0,10,0,0,6,山西省,5
113,40,15,14,7,3,4,1,0,12,13,6,16,山西省,6
113,40,30,19,0,9,15,11,15,25,11,6,0,山西省,7
113,40,8,18,0,0,6,2,5,6,7,2,0,山西省,8
113,40,0,0,0,0,0,0,0,0,0,0,0,山西省,9
113,40,0,0,0,0,0,0,0,0,0,0,0,山西省,10
113.5,40,0,0,0,0,3,6,0,4,0,7,6,山西省,5
113.5,40,15,9,7,0,4,1,0,13,13,0,16,山西省,6
113.5,40,28,18,0,7,14,13,10,26,12,5,0,山西省,7
113.5,40,4,19,0,12,6,9,5,6,10,2,0,山西省,8
113.5,40,0,5,0,0,0,0,0,0,0,0,0,山西省,9
113.5,40,0,0,0,0,0,0,0,0,0,0,0,山西省,10
114,40,0,0,0,0,3,6,0,10,0,7,6,河北省,5
114,40,10,7,7,3,4,0,0,13,7,0,12,河北省,6
114,40,20,15,0,12,16,7,15,25,18,7,0,河北省,7
